last_update_time,country_name,total_case,new_case,total_deaths,new_deaths,total_recovered,active_cases,critical_cases,total_case_per_million,total_death_per_million,total_tests,total_tests_per_million
December 20, 2021, 10:16 GMT,Gambia,10051,,342,,9647,62,1,3995,136,128823,51204
December 20, 2021, 10:16 GMT,Cayman Islands,8097,,9,,4660,3428,17,121118,135,215963,3230464
December 20, 2021, 10:16 GMT,Gibraltar,7822,,100,,7338,384,3,232272,2969,436107,12950083
December 20, 2021, 10:16 GMT,Eritrea,7763,,70,,7554,139,,2146,19,23693,6548
December 20, 2021, 10:16 GMT,Niger,7199,,272,,6879,48,2,282,11,198782,7800
December 20, 2021, 10:16 GMT,San Marino,7007,,95,,6159,753,6,205876,2791,98261,2887057
December 20, 2021, 10:16 GMT,Sierra Leone,6505,,121,,,,,792,15,160729,19567
December 20, 2021, 10:16 GMT,Guinea-Bissau,6456,,149,,6289,18,,3171,73,109741,53900
December 20, 2021, 10:16 GMT,Dominica,6286,,42,,5874,370,,87006,581,116293,1609636
December 20, 2021, 10:16 GMT,Grenada,5919,,200,,5677,42,,52248,1765,89971,794193
December 20, 2021, 10:16 GMT,Liberia,5844,,287,,5535,22,2,1117,55,128246,24514
December 20, 2021, 10:16 GMT,Bermuda,5815,,106,,5647,62,,93880,1711,671065,10833939
December 20, 2021, 10:16 GMT,St. Vincent Grenadines,5758,,77,,5111,570,7,51662,691,91583,821696
December 20, 2021, 10:16 GMT,Chad,5701,,181,,4874,646,,333,11,157235,9187
December 20, 2021, 10:16 GMT,Liechtenstein,5661,,68,,5152,441,18,147853,1776,80413,2100214
December 20, 2021, 10:16 GMT,Faeroe Islands,4735,,13,,4359,363,7,96367,265,614000,12496184
December 20, 2021, 10:16 GMT,Sint Maarten,4684,,75,,4557,52,10,107461,1721,62056,1423695
December 20, 2021, 10:16 GMT,Comoros,4677,10,152,1,4408,117,,5216,170,,
December 20, 2021, 10:16 GMT,Monaco,4406,,37,,4073,296,4,111125,933,54960,1386164
December 20, 2021, 10:16 GMT,Antigua and Barbuda,4198,,117,,4039,42,1,42354,1180,18559,187245
December 20, 2021, 10:16 GMT,Saint Martin,4008,,56,,1399,2553,7,101133,1413,78366,1977391
December 20, 2021, 10:16 GMT,Sao Tome and Principe,3735,,57,,3676,2,,16592,253,15154,67318
December 20, 2021, 10:16 GMT,Caribbean Netherlands,3204,,22,,3069,113,,120542,828,30126,1133409
December 20, 2021, 10:16 GMT,Turks and Caicos,3172,9,25,,3085,62,,80338,633,94789,2400755
December 20, 2021, 10:16 GMT,British Virgin Islands,2886,,39,,,,7,94542,1278,82570,2704907
December 20, 2021, 10:16 GMT,Saint Kitts and Nevis,2801,,28,,2765,8,1,52112,521,57508,1069916
December 20, 2021, 10:16 GMT,Bhutan,2657,,3,,2641,13,,3389,4,1271150,1621274
December 20, 2021, 10:16 GMT,Greenland,1969,,,,1736,233,2,34596,,127046,2232245
December 20, 2021, 10:16 GMT,St. Barth,1621,,6,,,,,163391,605,56491,5694083
December 20, 2021, 10:16 GMT,Anguilla,1592,,4,,1521,67,,104744,263,51382,3380617
December 20, 2021, 10:16 GMT,Wallis and Futuna,454,,7,,438,9,,41461,639,20508,1872877
December 20, 2021, 10:16 GMT,Saint Pierre Miquelon,96,,,,74,22,,16687,,13534,2352512
December 20, 2021, 10:16 GMT,Falkland Islands,83,,,,,,,22878,,8316,2292172
December 20, 2021, 10:16 GMT,Macao,77,,,,77,0,,116,,5019,7578
December 20, 2021, 10:16 GMT,Montserrat,44,,1,,43,0,,8807,200,3093,619095
December 20, 2021, 10:16 GMT,Vatican City,27,,,,27,0,,33582,,,
December 20, 2021, 10:16 GMT,Solomon Islands,20,,,,20,0,,28,,4500,6325
December 20, 2021, 10:16 GMT,Western Sahara,10,,1,,8,1,,16,2,,
December 20, 2021, 10:16 GMT,Vanuatu,6,,1,,5,0,,19,3,23000,72410
December 20, 2021, 10:16 GMT,Marshall Islands,4,,,,4,0,,67,,,
December 20, 2021, 10:16 GMT,Samoa,3,,,,3,0,,15,,,
December 20, 2021, 10:16 GMT,Saint Helena,2,,,,2,0,,328,,,
December 20, 2021, 10:16 GMT,Micronesia,1,,,,1,0,,9,,,
December 20, 2021, 10:16 GMT,Tonga,1,,,,1,0,,9,,,
December 20, 2021, 10:16 GMT,China,100386,102,4636,,94014,1736,5,70,3,160000000,111163
